N,worst(secs),best(secs)
420,1.702000e-004,5.000000e-005
421,2.355000e-004,4.890002e-005
422,6.639998e-005,4.930000e-005
423,1.111000e-004,4.899999e-005
424,1.507000e-004,4.970000e-005
425,1.008000e-004,4.940000e-005
426,1.344000e-004,4.940003e-005
427,8.140001e-005,5.040001e-005
428,2.175000e-004,5.050001e-005
429,1.710000e-004,5.000000e-005
430,1.387000e-004,5.060001e-005
431,1.004000e-004,5.030000e-005
432,1.880000e-004,5.089998e-005
433,7.660000e-005,5.160001e-005
434,2.672000e-004,5.090001e-005
435,1.025000e-004,5.140001e-005
436,1.666000e-004,5.130001e-005
437,1.027000e-004,5.090001e-005
438,1.429600e-003,5.219999e-005
439,1.546000e-004,5.220002e-005
440,1.770000e-004,5.400000e-005
441,1.103000e-004,5.220002e-005
442,8.519998e-005,5.310000e-005
443,7.519999e-005,5.259999e-005
444,9.480002e-005,5.390000e-005
445,1.116000e-004,5.400000e-005
446,8.440000e-005,5.360000e-005
447,8.089998e-005,5.460001e-005
448,1.303000e-004,5.230002e-005
449,1.353000e-004,5.390000e-005
450,6.060000e-005,5.330000e-005
451,2.124000e-004,5.410000e-005
452,7.200000e-005,5.460001e-005
453,1.001000e-004,5.370000e-005
454,6.319999e-005,5.279999e-005
455,3.244000e-004,5.350000e-005
456,1.129000e-004,5.360000e-005
457,2.497000e-004,5.450001e-005
458,7.469999e-005,5.459998e-005
459,1.763000e-004,5.569999e-005
460,9.100002e-005,5.459998e-005
461,1.761000e-004,5.539999e-005
462,8.520001e-005,5.489998e-005
463,1.920000e-004,5.600002e-005
464,1.217000e-004,5.509998e-005
465,1.071000e-004,5.529998e-005
466,8.230002e-005,5.530001e-005
467,1.114000e-004,5.540001e-005
468,8.599999e-005,5.599999e-005
469,2.082000e-004,5.579999e-005
470,8.950001e-005,5.639999e-005
471,1.643000e-004,5.720000e-005
472,6.990001e-005,5.609999e-005
473,1.392000e-004,5.730000e-005
474,9.690001e-005,5.710000e-005
475,1.881000e-004,5.690000e-005
476,6.899997e-005,5.799998e-005
477,1.546000e-004,5.639999e-005
478,8.550001e-005,5.750000e-005
479,1.574000e-004,5.680000e-005
480,1.082000e-004,5.800001e-005
481,1.370000e-004,5.830001e-005
482,1.046000e-004,5.850001e-005
483,8.550001e-005,5.929999e-005
484,1.542000e-004,6.030002e-005
485,8.380000e-005,6.040002e-005
486,1.251000e-004,5.960002e-005
487,7.380001e-005,5.930001e-005
488,2.120000e-004,6.019999e-005
489,7.139999e-005,6.080000e-005
490,1.503000e-004,5.979999e-005
491,8.279999e-005,5.940002e-005
492,1.697000e-004,6.140000e-005
493,1.637000e-004,6.100000e-005
494,1.157000e-004,5.889998e-005
495,1.019000e-004,5.969999e-005
496,8.899998e-005,5.999999e-005
497,1.810000e-004,6.150000e-005
498,7.340001e-005,6.050000e-005
499,1.561000e-004,6.110000e-005
500,3.527000e-004,6.110000e-005
501,9.709998e-005,6.309999e-005
502,1.993000e-004,6.080000e-005
503,1.843000e-004,6.480000e-005
504,1.751000e-004,6.159997e-005
505,1.052000e-004,7.519999e-005
506,2.757000e-004,6.830000e-005
507,2.478000e-004,6.130000e-005
508,1.713000e-004,6.110000e-005
509,1.072000e-004,6.279998e-005
510,1.828000e-004,6.780002e-005
511,2.168000e-004,6.599998e-005
