N,worst(secs),best(secs)
428,1.039000e-004,3.400003e-005
429,4.599988e-005,3.429991e-005
430,3.949995e-005,3.439980e-005
431,9.280001e-005,3.420003e-005
432,8.290005e-005,3.429991e-005
433,3.980007e-005,3.460003e-005
434,9.910017e-005,3.469991e-005
435,8.159992e-005,3.480003e-005
436,4.199985e-005,3.470015e-005
437,1.031000e-004,3.500003e-005
438,9.079999e-005,3.520004e-005
439,4.080008e-005,3.500003e-005
440,8.510007e-005,3.510015e-005
441,9.680004e-005,3.539980e-005
442,4.449999e-005,3.560004e-005
443,8.339994e-005,3.510015e-005
444,8.909986e-005,3.600004e-005
445,4.849979e-005,3.609993e-005
446,5.200016e-005,3.649993e-005
447,7.059984e-005,3.600004e-005
448,3.145998e-004,3.689993e-005
449,1.245001e-004,3.660005e-005
450,7.730001e-005,3.639981e-005
451,4.540000e-004,3.709993e-005
452,8.371000e-004,3.669993e-005
453,2.147800e-003,3.789994e-005
454,1.441999e-004,3.760005e-005
455,7.877999e-004,3.700005e-005
456,7.119984e-005,3.660005e-005
457,7.728001e-004,4.189997e-005
458,2.906300e-003,4.429999e-005
459,1.665999e-004,3.760005e-005
460,1.896999e-004,4.380010e-005
461,1.723999e-004,4.449999e-005
462,1.185400e-003,4.369998e-005
463,2.839998e-004,4.469999e-005
464,2.279000e-004,4.489999e-005
465,2.233998e-004,3.820006e-005
466,1.601300e-003,4.519988e-005
467,7.760013e-005,3.849994e-005
468,7.753999e-004,4.570000e-005
469,7.879990e-005,4.000007e-005
470,3.261000e-004,3.809994e-005
471,5.419995e-005,3.840006e-005
472,4.383000e-004,4.440011e-005
473,2.202999e-004,3.980007e-005
474,2.950998e-004,3.949995e-005
475,7.129996e-005,4.059984e-005
476,1.483100e-003,4.389999e-005
477,1.289002e-004,3.969995e-005
478,7.827000e-004,3.910018e-005
479,1.244400e-003,4.680012e-005
480,2.482000e-004,4.770001e-005
481,6.158999e-004,4.820013e-005
482,6.196999e-004,4.900014e-005
483,4.358001e-004,4.870002e-005
484,7.049995e-005,4.080008e-005
485,2.281000e-004,4.790002e-005
486,4.824998e-004,4.349998e-005
487,6.022998e-004,4.839990e-005
488,1.430100e-003,4.910002e-005
489,9.389990e-005,5.079992e-005
490,1.381200e-003,4.879991e-005
491,2.265800e-003,4.809978e-005
492,8.993999e-004,4.870002e-005
493,3.970999e-004,4.899991e-005
494,3.539000e-004,4.980015e-005
495,7.029995e-005,4.890002e-005
496,9.444002e-004,4.830002e-005
497,6.570015e-005,4.650000e-005
498,2.611100e-003,4.970003e-005
499,7.189997e-005,4.820013e-005
500,2.041999e-004,4.239986e-005
501,5.489984e-005,4.860014e-005
502,1.190000e-004,4.229997e-005
503,7.079984e-005,4.169997e-005
504,8.119992e-005,4.100008e-005
505,1.364001e-004,4.199985e-005
506,5.470007e-005,4.159985e-005
507,7.640999e-004,4.160008e-005
508,2.268001e-004,4.200009e-005
509,3.527000e-004,4.269998e-005
510,8.690008e-005,4.159985e-005
511,2.649000e-004,4.280009e-005
512,8.170004e-005,4.239986e-005
513,2.338002e-004,4.209997e-005
514,6.990018e-005,4.260009e-005
515,5.990011e-005,4.240009e-005
516,1.357000e-004,4.349998e-005
517,7.029995e-005,4.179985e-005
518,9.050011e-005,4.240009e-005
519,1.170000e-004,4.200009e-005
520,5.749986e-005,4.269998e-005
521,1.377000e-004,4.329998e-005
522,5.599996e-005,4.260009e-005
523,8.990010e-005,4.300009e-005
524,1.175001e-004,4.309998e-005
525,6.459979e-005,4.250021e-005
526,4.114001e-004,4.339986e-005
527,5.859998e-005,4.329998e-005
528,1.059999e-004,4.349998e-005
529,9.220000e-005,4.350021e-005
530,5.670008e-005,4.369998e-005
531,2.185002e-004,4.469999e-005
532,5.739997e-005,4.370022e-005
533,2.394998e-004,4.449999e-005
534,8.630008e-005,4.399987e-005
535,5.539996e-005,4.449999e-005
536,2.474999e-004,4.499988e-005
537,8.339994e-005,4.539988e-005
538,1.298999e-004,4.579988e-005
539,7.540011e-005,4.489999e-005
540,3.243000e-004,4.599988e-005
541,8.240016e-005,4.559988e-005
542,3.206001e-004,4.560011e-005
543,9.189988e-005,4.570000e-005
544,3.194001e-004,4.540011e-005
545,9.830017e-005,4.570000e-005
546,2.040002e-004,4.850002e-005
547,6.629992e-005,5.370006e-005
548,1.141001e-004,4.950003e-005
549,1.701000e-004,4.699989e-005
550,2.248001e-004,5.339994e-005
551,1.246000e-004,4.750001e-005
552,1.657999e-004,4.790002e-005
553,8.379994e-005,4.640012e-005
554,6.549992e-005,4.860014e-005
